property_name,reviewer,date,stars,heading,review 
MJ Lifestyle Astro,Guest User,04/05/2021,4,Nice project.,"M J Lifestyle Astro is a residential Apartment located at Electronic City Phase 2 well-known locality lovely place to live. The project has various 2 and 3 BHK homes with great facilities such as a large clubhouse, swimming pool, jogging track and play area, etc."
MJ Lifestyle Astro,Guest User,23/10/2020,5,MJ Lifestyle Astro.,MJ Lifestyle Astro is a beautifully planned ready to move project developed by MJ Infrastructure Pvt Ltd. The project having perfectly designed 2 and 3 BHK multistorey apartments with world-class living here with outstanding amenities.
MJ Lifestyle Astro,Guest User,23/10/2020,4,MJ Lifestyle Astro.,"MJ Lifestyle Astro is a residential apartment located at Electronic City Phase 2. It is a well-known locality lovely place to live the project has various 2 and 3 BHK homes with great facilities such as large clubhouses, swimming pools, jogging track and play area, etc."
MJ Lifestyle Astro,Guest User,12/07/2020,5,Good project,Apartment is away from city pollution in a serene environment. Suitable to someone who wants to occupy natural environment.
MJ Lifestyle Astro,Kumar,07/03/2015,5,Electronic City Phase-2.,?
Sri Sumeru Samethana Lakefront,Naush ,03/09/2019,4,Whitefield.,?
Oak Mont,Guest User,18/08/2020,4,Good Project.,"Oak mont is residential project which comes in lakshmiah layout in Horamavu. The project offers facilities like, gymnasium & lift jogging track, tennis court and swimming pool. Road connectivity is good to all major places."
Oak Mont,Guest User,12/07/2020,4,Good project very nice location Bangalore,Oakmont is residential project comes in lakshmiah layout in Horamavu. The project offers facility like gymnasium 
Oak Mont,Guest User,18/08/2020,4,Good Project.,"Oak mont is residential project which comes in lakshmiah layout in Horamavu. The project offers facilities like, gymnasium & lift jogging track, tennis court and swimming pool. Road connectivity is good to all major places."
Oak Mont,Guest User,12/07/2020,4,Good project very nice location Bangalore,Oakmont is residential project comes in lakshmiah layout in Horamavu. The project offers facility like gymnasium 
Oak Mont,Venkatesh G,25/03/2014,5,Hormavu is the well known place of Bangalore. ,?
Legacy Ariston,Arun Chid,08/08/2015,4,Yelahanka.,?
Vandana Sunshine,Shipra,17/06/2015,4,Sarjapur Road.,?
Shriram Southern Crest,Guest User,03/10/2020,4,Shriram Southern Crest.,Shriram Southern Crest is located in JP Nagar Phase 6 which a good locality. It has a really good physical infrastructure and social and retail infra and a lot of nearby employment hubs are also available. Overall all the amenities are available and well maintained.
Shriram Southern Crest,Guest User,03/10/2020,4,Good project.,"Shriram Southern Crest is located in JP Nagar Phase 6. There a lot of amenities available on the property such as club House, jogging and cycling, pool table, table tennis, swimming pool, good security, and a very quiet and peaceful place to live with your family. Overall a very good property."
Shriram Southern Crest,Guest User,03/10/2020,4,Shriram Southern Crest.,Shriram Southern Crest is located in JP Nagar Phase 6 which a good locality. It has a really good physical infrastructure and social and retail infra and a lot of nearby employment hubs are also available. Overall all the amenities are available and well maintained.
Shriram Southern Crest,Guest User,03/10/2020,4,Good project.,"Shriram Southern Crest is located in JP Nagar Phase 6. There a lot of amenities available on the property such as club House, jogging and cycling, pool table, table tennis, swimming pool, good security, and a very quiet and peaceful place to live with your family. Overall a very good property."
Shriram Southern Crest,Ullas,26/11/2013,5,JP Nagar Phase 6.,?
GM Global Techies Town,Guest User,06/10/2020,5,Good Project.,GM Infinite Techies Town is good Residential project comes in electronics city phase 1. The project offers all major amenities and facilities with 24 hours security and CCTV footage and prime location.
GM Global Techies Town,Guest User,06/10/2020,5,Good Project.,GM Infinite Techies Town is a multistorey residential project is located in electronics city phase 1. The project is nearby by all major electronic industrial parks and to nice road also which can assess to major places in Bangalore.
GM Global Techies Town,Guest User,06/10/2020,5,Good Project.,GM Infinite Techies Town is good Residential project comes in electronics city phase 1. The project offers all major amenities and facilities with 24 hours security and CCTV footage and prime location.
GM Global Techies Town,Guest User,06/10/2020,5,Good Project.,GM Infinite Techies Town is a multistorey residential project is located in electronics city phase 1. The project is nearby by all major electronic industrial parks and to nice road also which can assess to major places in Bangalore.
GM Global Techies Town,Girish,09/08/2017,5,Electronics City Pahase 1.,?
Esteem Enclave,Guest User,24/10/2020,4,Good project with good connectivity.,"It is located in Bannerghatta road with good connectivity to all basic, facilities like a Shopping center, Hospital, Restaurants, Public parks, etc. Easy access to all basic needs and project has got the best amenities."
Esteem Enclave,Guest User,24/10/2020,4,Good project with good connectivity.,"It is located in Bannerghatta road with good connectivity to all basic, facilities like a Shopping center, Hospital, Restaurants, Public parks, etc. Easy access to all basic needs and project has got the best amenities."
Esteem Enclave,Ayus,22/02/2015,4,Bannerghatta Main Road.,?
Provident Sunworth,Guest User,26/05/2021,5,Good project.,"It is a good project that has all the good amenities and facilities. Everything nearby like supermarket, restaurant, schools l, hospitals parks bus stop in walkable distance."
Provident Sunworth,Guest User,19/08/2020,4,Good society,"Provident Sunworth is a Multistorey Apartment. All modern amenities like Jogging track, Gymnasium, Tennis Court, Badminton Court, Kids Play Area, Swimming Pool etc. Security in each tower and CCTV available on the project. Parking facility available."
Provident Sunworth,Guest User,26/05/2021,5,Good project.,"It is a good project that has all the good amenities and facilities. Everything nearby like supermarket, restaurant, schools l, hospitals parks bus stop in walkable distance."
Provident Sunworth,Guest User,19/08/2020,4,Good society,"Provident Sunworth is a Multistorey Apartment. All modern amenities like Jogging track, Gymnasium, Tennis Court, Badminton Court, Kids Play Area, Swimming Pool etc. Security in each tower and CCTV available on the project. Parking facility available."
Provident Sunworth,Guest User,17/08/2020,4,Provident Sunworth.,Provident Sunworth is a good project on the Mysore road after the NICE road. It offers all world class amenities with lots of green surrounding and open space. Its having smelled bedrooms and not well ventilated.
Provident Sunworth,Umesh,23/12/2013,4,Mysore Road.,?
Vmaks Rangoli 2,Amit,20/11/2014,4,Electronic City.,?
Samhita Rainbow,Guest User,11/05/2021,5,Nice project.,This apartment little good to stay with family hear security is super. There is a jogging track available. 
Samhita Rainbow,Guest User,11/05/2021,5,Nice project.,This apartment little good to stay with family hear security is super. There is a jogging track available. 
Samhita Rainbow,Yusuf,17/10/2016,5,Whitefield.,?
Shriram Summitt,Guest User,24/08/2020,3,Good Project.,This apartment is located in a very nice area. It has huge property and the security system was a super well-maintained garden. It's nice staff also super.
Shriram Summitt,Guest User,19/08/2020,3,Good option to invest in,Shriram Summitt is a project located in the southern part of the city. It offers all amenities with good construction quality. It very well connected to the Electronic city and other part of the city.
Shriram Summitt,Guest User,24/08/2020,3,Good Project.,This apartment is located in a very nice area. It has huge property and the security system was a super well-maintained garden. It's nice staff also super.
Shriram Summitt,Guest User,19/08/2020,3,Good option to invest in,Shriram Summitt is a project located in the southern part of the city. It offers all amenities with good construction quality. It very well connected to the Electronic city and other part of the city.
Shriram Summitt,Guest User,17/08/2020,3,Good project.,"Shriram Summitt is an ideal option to invest. It offers all modern amenities such as club house, Swimming pool and gym etc. It also having lot of green and open space."
Shriram Summitt,Dheeraj,28/10/2014,5,Electronic City Phase-1.,?
sobha chrysanthemum,Guest User,06/10/2020,3,Nice Project.,"Sobha chrysanthemum is located in Thanisandra and the location is good because of nearby IT hubs and metadata tech park is just 2.5 kilometers away from the property. It has near a shopping complex, elements mall and major hospitals like Baptist hospital, Columbia Asia."
sobha chrysanthemum,Guest User,05/10/2020,3,Sobha Chrysanthemum.,Sobha Chrysanthemum is located in Thanisandra's main road which is just 3 kilometers from the outer ring road. Very nice apartment complex with lots of facilities and amenities and is well-secured apartment overall very good property to live with your family.
sobha chrysanthemum,Guest User,06/10/2020,3,Nice Project.,"Sobha chrysanthemum is located in Thanisandra and the location is good because of nearby IT hubs and metadata tech park is just 2.5 kilometers away from the property. It has near a shopping complex, elements mall and major hospitals like Baptist hospital, Columbia Asia."
sobha chrysanthemum,Guest User,05/10/2020,3,Sobha Chrysanthemum.,Sobha Chrysanthemum is located in Thanisandra's main road which is just 3 kilometers from the outer ring road. Very nice apartment complex with lots of facilities and amenities and is well-secured apartment overall very good property to live with your family.
sobha chrysanthemum,Deekshith,31/05/2014,4,Thanisandra.,?
Welworth City,Guest User,21/08/2020,4,Welworth City.,"This is amazing project with all the modern facilities and amenities. Swimming pool, kids play zone, skating ring, clubhouse, multipurpose court. Grocery store in inside the premise. Connecting roads are good. Security is good."
Welworth City,Guest User,17/07/2020,4,Welworth City.,"This is amazing project with all the modern facilities and amenities. Swimming pool, kids play zone, skating ring, clubhouse, multipurpose court. Grocery store in inside the premise. Connecting roads are good. Security is good."
Welworth City,Guest User,21/08/2020,4,Welworth City.,"This is amazing project with all the modern facilities and amenities. Swimming pool, kids play zone, skating ring, clubhouse, multipurpose court. Grocery store in inside the premise. Connecting roads are good. Security is good."
Welworth City,Guest User,17/07/2020,4,Welworth City.,"This is amazing project with all the modern facilities and amenities. Swimming pool, kids play zone, skating ring, clubhouse, multipurpose court. Grocery store in inside the premise. Connecting roads are good. Security is good."
Welworth City,Guest User,17/07/2020,4,Comfortable lifestyle with all the amenities,comfortable lifestyle and a good place to live with all the amenities available here. 24 hrs of security and CCTV surveillance. well planned society and lots of open space and lush greenery.
Welworth City,Madhura,20/01/2015,5,Yelahanka Dodda Ballapur Road.,?
Sri Sai Sagar Residency,Govind,23/03/2013,0,Review Of JP Nagar,?
Brigade Buena Vista Phase 2,,23/04/2020,4,Budigere Cross.,?
Subhodaya Luxuria,Guest User,05/11/2020,4,Nice project.,This project is very much in the budget of people who are looking for a good project with a fixed price range. It's having super construction quality and an investment of a lifetime. It also offers world-class amenities and best in class architecture.
Subhodaya Luxuria,Guest User,05/11/2020,4,Nice project.,This project is very much in the budget of people who are looking for a good project with a fixed price range. It's having super construction quality and an investment of a lifetime. It also offers world-class amenities and best in class architecture.
Subhodaya Luxuria,Vishesh ,18/01/2020,4,Panathur.,?
SJR Palazza City,Gautam,23/02/2015,3,Sarjapur Road.,?
MBR Scapple,Nageshwar ,13/12/2014,0,MBR Scapple.,MBR Scapple project of Bannergatta road is an excellent project & being completed in Dec 2015. The Developer MBR are men of words & the are true in commitments & delivery.
MBR Scapple,Nageshwar ,13/12/2014,0,MBR Scapple.,MBR Scapple project of Bannergatta road is an excellent project & being completed in Dec 2015. The Developer MBR are men of words & the are true in commitments & delivery.
MBR Scapple,Devi ,03/09/2015,5,Bannerghatta Main Road.,?
Vaswani Menlo Park,Guest User,14/10/2020,5,Good Project.,"This project offers all the major and unique amenities and facilities services with 24 hours security, and water supply, power backup and many more other services are provided here. Lots of open and green space with many facilities and a great feeling."
Vaswani Menlo Park,Guest User,14/10/2020,5,Awesome Property.,"This property has all the good amenities and facilities to the customers. In this apartment, indoor games and kids' play area and nearby shops are available here. Well connected to the other part of the city and close to many IT hubs."
Vaswani Menlo Park,Guest User,14/10/2020,5,Good Project.,"This project offers all the major and unique amenities and facilities services with 24 hours security, and water supply, power backup and many more other services are provided here. Lots of open and green space with many facilities and a great feeling."
Vaswani Menlo Park,Guest User,14/10/2020,5,Awesome Property.,"This property has all the good amenities and facilities to the customers. In this apartment, indoor games and kids' play area and nearby shops are available here. Well connected to the other part of the city and close to many IT hubs."
Vaswani Menlo Park,Girish,10/03/2021,4,Whitefield.,?
HM Tambourine,Guest User,29/12/2020,3,Good project nearby metro.,A good project has good amenities. The project has a good green area and well-constructed property. Metro station is also available at walking distance.
HM Tambourine,Gaurav Gupta,16/10/2020,4,Good Project.,"This is a good society and it has amenities like 24 hours water supply, electricity service, staff, good maintenance services, good location, good nearby all kinds of facilities."
HM Tambourine,Guest User,29/12/2020,3,Good project nearby metro.,A good project has good amenities. The project has a good green area and well-constructed property. Metro station is also available at walking distance.
HM Tambourine,Gaurav Gupta,16/10/2020,4,Good Project.,"This is a good society and it has amenities like 24 hours water supply, electricity service, staff, good maintenance services, good location, good nearby all kinds of facilities."
HM Tambourine,Sabharatnam,12/02/2016,5,JP Nagar ,?
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,12/07/2020,5,Prestige Jindal City_Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project.Highlights of project:Central 18.21K sq.m Landscaped Podium level.Adjacent to Metro Station.The project offers Apartment with perfect combination of contemporary architecture and features to provide comfor... Read More"
Prestige Jindal City,jayanna,10/08/2015,5,Tumkur Road.,?
Shriram Suhaana,Guest User,08/05/2021,5,Nice project.,"This project has all the facilities like indoor games, like a pool table and kids play area is also available over here. We could stay comfortably and happily here."
Shriram Suhaana,Guest User,08/05/2021,5,Nice project.,"Road connectivity to this property is so good. There are schools, hospitals, and markets and shops are available nearby this property and many others."
Shriram Suhaana,Guest User,08/05/2021,5,Nice project.,"This project has all the facilities like indoor games, like a pool table and kids play area is also available over here. We could stay comfortably and happily here."
Shriram Suhaana,Guest User,08/05/2021,5,Nice project.,"Road connectivity to this property is so good. There are schools, hospitals, and markets and shops are available nearby this property and many others."
Shriram Suhaana,Guest User,08/05/2021,4,Good project.,This property has 2 BHK and 3 BHK flats available in this society. It is a well-maintained society in the city and has all the services are available here for the residents.
Shriram Suhaana,Chandrasheker ,27/01/2016,4,Doddaballapur Road.,?
Prabhavathi Paramount Phase 2,Avijit,31/08/2015,4,Electronic City Phase-2.,?
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,12/07/2020,5,Prestige Jindal City_Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project.Highlights of project:Central 18.21K sq.m Landscaped Podium level.Adjacent to Metro Station.The project offers Apartment with perfect combination of contemporary architecture and features to provide comfor... Read More"
Prestige Jindal City,jayanna,10/08/2015,5,Tumkur Road.,?
Celebrity Square,Vijay ,01/11/2018,5,Sarjapura Road.,?
Provident Harmony,Guest User,05/10/2020,5,Great project.,"Good gated apartment complex with gym, pool, one of the best places to live with family in Bengaluru, good for living and small rentals rather than Investment."
Provident Harmony,Guest User,05/10/2020,5,Good project.,"Nice apartment with all amenities like swimming pool, supermarket, clubhouse, play area, etc. It offers all great amenities and all the services and facilities are well maintained. Nicely lighted and ventilated apartments."
Provident Harmony,Guest User,05/10/2020,5,Great project.,"Good gated apartment complex with gym, pool, one of the best places to live with family in Bengaluru, good for living and small rentals rather than Investment."
Provident Harmony,Guest User,05/10/2020,5,Good project.,"Nice apartment with all amenities like swimming pool, supermarket, clubhouse, play area, etc. It offers all great amenities and all the services and facilities are well maintained. Nicely lighted and ventilated apartments."
Provident Harmony,Mohammed ,19/12/2012,0,Review Of Thanisandra,?
Vijaya Klenn,Chandra,07/10/2014,4,ISRO Layout.,?
Provident Sunworth,Guest User,26/05/2021,5,Good project.,"It is a good project that has all the good amenities and facilities. Everything nearby like supermarket, restaurant, schools l, hospitals parks bus stop in walkable distance."
Provident Sunworth,Guest User,19/08/2020,4,Good society,"Provident Sunworth is a Multistorey Apartment. All modern amenities like Jogging track, Gymnasium, Tennis Court, Badminton Court, Kids Play Area, Swimming Pool etc. Security in each tower and CCTV available on the project. Parking facility available."
Provident Sunworth,Guest User,26/05/2021,5,Good project.,"It is a good project that has all the good amenities and facilities. Everything nearby like supermarket, restaurant, schools l, hospitals parks bus stop in walkable distance."
Provident Sunworth,Guest User,19/08/2020,4,Good society,"Provident Sunworth is a Multistorey Apartment. All modern amenities like Jogging track, Gymnasium, Tennis Court, Badminton Court, Kids Play Area, Swimming Pool etc. Security in each tower and CCTV available on the project. Parking facility available."
Provident Sunworth,Guest User,17/08/2020,4,Provident Sunworth.,Provident Sunworth is a good project on the Mysore road after the NICE road. It offers all world class amenities with lots of green surrounding and open space. Its having smelled bedrooms and not well ventilated.
Provident Sunworth,Umesh,23/12/2013,4,Mysore Road.,?
Cynosure White Spaces,Guest User,26/10/2020,4,Nice project.,"This project comes in Korulur Village connectivity to Chanasandra. Very near to the Whitefield area, it has got very good environment surrounding areas are full of greenery and a nice place to live."
Cynosure White Spaces,Guest User,25/10/2020,4,Good project with good connectivity.,"It's situated in the white field project is constructed very well and the quality is good and a bit far from the main, city with good connectivity to the main road it provides. The best amenities for residents."
Cynosure White Spaces,Guest User,26/10/2020,4,Nice project.,"This project comes in Korulur Village connectivity to Chanasandra. Very near to the Whitefield area, it has got very good environment surrounding areas are full of greenery and a nice place to live."
Cynosure White Spaces,Guest User,25/10/2020,4,Good project with good connectivity.,"It's situated in the white field project is constructed very well and the quality is good and a bit far from the main, city with good connectivity to the main road it provides. The best amenities for residents."
Cynosure White Spaces,Sana,28/06/2019,4,Whitefield is one of the best place to stay.,?
Definer Serene Drive,mohammed ziauddin aurang,10/06/2015,4,Hoskote.,?
Nikoo Homes II,Guest User,15/02/2021,5,Good project.,"It is good construction quality and all things delivered as promised. School, mall, parks, and its infrastructure all getting created in the integrated township. Good for long term investment."
Nikoo Homes II,Guest User,17/10/2020,1,Fraud,"If you are thinking to buy a home at Nikko, please don't. They are not professional at all. It's good to go for Shobha and prestige and other experienced builders who care for their customers. Nikko homes don't have any respect for their customer. You will find many reviews and photos of ext... Read More"
Nikoo Homes II,Guest User,15/02/2021,5,Good project.,"It is good construction quality and all things delivered as promised. School, mall, parks, and its infrastructure all getting created in the integrated township. Good for long term investment."
Nikoo Homes II,Guest User,17/10/2020,1,Fraud,"If you are thinking to buy a home at Nikko, please don't. They are not professional at all. It's good to go for Shobha and prestige and other experienced builders who care for their customers. Nikko homes don't have any respect for their customer. You will find many reviews and photos of ext... Read More"
Nikoo Homes II,Guest User,05/09/2020,4,Good project.,This property is very good in terms of security and a healthy lifestyle with all the modern and unique facilities. And services like power backup provided an uninterrupted life.
Nikoo Homes II,Wasim,03/08/2017,4,Thanisandra Main Road.,?
Epitome Comforts,Guru ,02/09/2013,4,"Uttarahalli, an excellent residential locality. ",?
Surya Humming Bird,Jagadeesh,18/09/2016,5,Whitefield.,?
Mantri Tranquil,Guest User,19/08/2020,4,Near to upcoming metro station,Mantri Tranquil is a project located in the south Bengaluru. Its offer all range of apartments. Possession time is the main issue with this project. It offers all modern amenities.
Mantri Tranquil,Guest User,19/08/2020,3,Nice project.,It offers all modern amenities and close to metro station and Mantri Mall. It is been delayed for many years and the construction is still going on. It offers its residents spacious apartments.
Mantri Tranquil,Guest User,19/08/2020,4,Near to upcoming metro station,Mantri Tranquil is a project located in the south Bengaluru. Its offer all range of apartments. Possession time is the main issue with this project. It offers all modern amenities.
Mantri Tranquil,Guest User,19/08/2020,3,Nice project.,It offers all modern amenities and close to metro station and Mantri Mall. It is been delayed for many years and the construction is still going on. It offers its residents spacious apartments.
Mantri Tranquil,Sanjay,23/07/2016,4,Kanakapura Road.,?
GK Lake View,Guest User,19/08/2020,4,GK Lake View,"GK Lake View apartment comes in Yelanhka near Attur lake. Very close to Nagarjuna up college. Nearby to all major Schools Hospitals, supermarkets mall's in Yelanhka  Road connectivity is good to this project."
GK Lake View,Guest User,19/08/2020,4,GK Lake View,"GK Lake View apartment comes in Yelanhka near Attur lake. Very close to Nagarjuna up college. Nearby to all major Schools Hospitals, supermarkets mall's in Yelanhka  Road connectivity is good to this project."
GK Lake View,Kumar Kaushik,03/06/2015,5,Yelahanka.,?
Saroj Symphony,Mojes,27/05/2017,5,Whitefield.,?
Mahendra Elena 5,Guest User,02/10/2020,4,Great Society.,A good project next to wipro and many other IT companies are near to this society. It has good and best facilities in this society. The best place to live safe for families with good amenities.
Mahendra Elena 5,Guest User,02/10/2020,4,Great Society.,A good project next to wipro and many other IT companies are near to this society. It has good and best facilities in this society. The best place to live safe for families with good amenities.
Mahendra Elena 5,Roopkumar Kamat,14/08/2018,5,Electronic City,?
SRR Sai Chitari,Anantha,22/10/2013,4,Bilekahalli.,?
Assetz Marq,Guest User,21/08/2020,5,Assetz Marq_Whitefield,"The Assetz Marq project has been approved by BMRDA, with all amenities in the project likes Swimming pool, Gym hall, Children's play area, Walking track, Power backup, 24 hours Water supply, Security, etc."
Assetz Marq,Guest User,19/08/2020,4,Nice project.,A wonderful choice for the people looking for peace and lots of greenery. Its having all major amenities with superior built in quality. It provides bigger apartments with lot of open space. Its situated in the Whitefield east side of Bangalore.
Assetz Marq,Guest User,21/08/2020,5,Assetz Marq_Whitefield,"The Assetz Marq project has been approved by BMRDA, with all amenities in the project likes Swimming pool, Gym hall, Children's play area, Walking track, Power backup, 24 hours Water supply, Security, etc."
Assetz Marq,Guest User,19/08/2020,4,Nice project.,A wonderful choice for the people looking for peace and lots of greenery. Its having all major amenities with superior built in quality. It provides bigger apartments with lot of open space. Its situated in the Whitefield east side of Bangalore.
Assetz Marq,Guest User,19/08/2020,4,Assetz Marq.,Assetz Marq offers all world class amenities at very reasonable price. Its sales and management team are very professional. If you are looking for lots of greenery and peace this should be you first choice in the east Bengaluru.
Assetz Marq,Mojes,27/05/2017,5,Whitefield.,?
Pramuk Aqua Heights ,Kishore,10/06/2014,5,Electronic City.,?
SV Heights,Guest User,19/08/2020,4,Good Project.,"This super luxurious project with all amenities inside the project like, garden, pool and gym spa and very peaceful and amazing experience for residents. Best in all aspect easy access to outer ring road sarkar. World hospital is very next to the project and also IT hub Eco space is very close to pr... Read More"
SV Heights,Guest User,19/08/2020,4,Good Project.,"This super luxurious project with all amenities inside the project like, garden, pool and gym spa and very peaceful and amazing experience for residents. Best in all aspect easy access to outer ring road sarkar. World hospital is very next to the project and also IT hub Eco space is very close to pr... Read More"
SV Heights,Diwakar,29/04/2016,5,Whitefield.,?
Pioneer Evoque,devaraj,08/02/2020,5,Kengeri Satellite Town.,?
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,12/07/2020,5,Prestige Jindal City_Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project.Highlights of project:Central 18.21K sq.m Landscaped Podium level.Adjacent to Metro Station.The project offers Apartment with perfect combination of contemporary architecture and features to provide comfor... Read More"
Prestige Jindal City,jayanna,10/08/2015,5,Tumkur Road.,?
Prestige Park Square ,Mohammed,05/09/2012,0,Review Of Gottigere,?
Bhartiya City Nikoo Homes,Guest User,19/12/2020,5,Best project in its location,Bhartiya City Nikoo Homes project is located in Thanisandra very good environment surrounding the project with good main road connectivity for it it has best in class amenities and very good facilities available for residents.
Bhartiya City Nikoo Homes,Guest User,01/11/2020,4,Good project.,The premium multistorey apartment location and construction is a very well and good green area around the project. Overall an amazing place to live here.
Bhartiya City Nikoo Homes,Guest User,19/12/2020,5,Best project in its location,Bhartiya City Nikoo Homes project is located in Thanisandra very good environment surrounding the project with good main road connectivity for it it has best in class amenities and very good facilities available for residents.
Bhartiya City Nikoo Homes,Guest User,01/11/2020,4,Good project.,The premium multistorey apartment location and construction is a very well and good green area around the project. Overall an amazing place to live here.
Bhartiya City Nikoo Homes,Krishna,26/11/2012,0,Review Of Thanisandra,?
Manya Hi Living,Guest User,09/04/2021,5,Nice project.,"It is in very close proximity to offices and easily approachable to main electronic. Association has very good persons, proactive to take action. Very well maintained, round-the-clock security with cameras. Good parking space and nice ventilation for all flats. Over is a good-friendly apartment."
Manya Hi Living,Guest User,09/04/2021,5,Nice project.,"It is in very close proximity to offices and easily approachable to main electronic. Association has very good persons, proactive to take action. Very well maintained, round-the-clock security with cameras. Good parking space and nice ventilation for all flats. Over is a good-friendly apartment."
Manya Hi Living,Thomas,16/08/2018,4,Electronics City Phase 1 ,?
Sumadhuras Paramount Serene,Guest User,19/08/2020,4,Good Green Location.,"Good society to live with families. Everything is walk able distance like, supermarkets, restaurants schools, collages, bus stop, public parks, temples hospitals ATM."
Sumadhuras Paramount Serene,Guest User,12/07/2020,4,Sumadhuras Paramount Serene,"Good society to live with families everything is walkable distance like supermarkets restaurants schools collages bus stop public parks temples hospitals ATMs,"
Sumadhuras Paramount Serene,Guest User,19/08/2020,4,Good Green Location.,"Good society to live with families. Everything is walk able distance like, supermarkets, restaurants schools, collages, bus stop, public parks, temples hospitals ATM."
Sumadhuras Paramount Serene,Guest User,12/07/2020,4,Sumadhuras Paramount Serene,"Good society to live with families everything is walkable distance like supermarkets restaurants schools collages bus stop public parks temples hospitals ATMs,"
Sumadhuras Paramount Serene,Ujjwal,27/01/2015,3,Singasandra.,?
JS Crystal,Jeyanthi,19/02/2014,4,RT Nagar is good area.,?
Abhee Nandika,Ganga,16/04/2012,0,Review Of Chanda Pur,?
VRR Stone Arch,Vinod,05/09/2018,4,Hennur Main Road,?
Adithi Padmashree,Raghavendra,22/02/2014,5,Abbigere is the well known place of Bangalore.,?
Sumadhuras Paramount Serene,Guest User,19/08/2020,4,Good Green Location.,"Good society to live with families. Everything is walk able distance like, supermarkets, restaurants schools, collages, bus stop, public parks, temples hospitals ATM."
Sumadhuras Paramount Serene,Guest User,12/07/2020,4,Sumadhuras Paramount Serene,"Good society to live with families everything is walkable distance like supermarkets restaurants schools collages bus stop public parks temples hospitals ATMs,"
Sumadhuras Paramount Serene,Guest User,19/08/2020,4,Good Green Location.,"Good society to live with families. Everything is walk able distance like, supermarkets, restaurants schools, collages, bus stop, public parks, temples hospitals ATM."
Sumadhuras Paramount Serene,Guest User,12/07/2020,4,Sumadhuras Paramount Serene,"Good society to live with families everything is walkable distance like supermarkets restaurants schools collages bus stop public parks temples hospitals ATMs,"
Sumadhuras Paramount Serene,Ujjwal,27/01/2015,3,Singasandra.,?
